country_code,media_source,earnings,user_count,date,cost
BA,Facebook Ads,0.0,0.0,2020-07-11,0.78
BB,Facebook Ads,0.0,0.0,2020-07-11,0.42
BD,Facebook Ads,0.0,0.0,2020-07-11,0.01
BF,Facebook Ads,0.0,0.0,2020-07-11,0.46
BG,Facebook Ads,0.0,0.0,2020-07-11,4.02
BH,Facebook Ads,0.0,0.0,2020-07-11,3.57
BI,Facebook Ads,0.0,0.0,2020-07-11,0.07
BJ,Facebook Ads,0.0,0.0,2020-07-11,0.46
BL,Facebook Ads,0.0,0.0,2020-07-11,0.08
BM,Facebook Ads,0.0,0.0,2020-07-11,0.44
BN,Facebook Ads,0.0,0.0,2020-07-11,0.8
BO,Facebook Ads,0.0,0.0,2020-07-11,0.32
BQ,Facebook Ads,0.0,0.0,2020-07-11,0.04
BS,Facebook Ads,0.0,0.0,2020-07-11,0.89
BT,Facebook Ads,0.0,0.0,2020-07-11,0.11
BW,Facebook Ads,0.0,0.0,2020-07-11,2.26
BY,Facebook Ads,0.0,0.0,2020-07-11,2.06
BZ,Facebook Ads,0.0,0.0,2020-07-11,0.23
CD,Facebook Ads,0.0,0.0,2020-07-11,1.09
CF,Facebook Ads,0.0,0.0,2020-07-11,0.12
CG,Facebook Ads,0.0,0.0,2020-07-11,0.17
CI,Facebook Ads,0.0,0.0,2020-07-11,0.77
CK,Facebook Ads,0.0,0.0,2020-07-11,0.01
CM,Facebook Ads,0.0,0.0,2020-07-11,0.36
CR,Facebook Ads,0.0,0.0,2020-07-11,5.55
CV,Facebook Ads,0.0,0.0,2020-07-11,0.33
CW,Facebook Ads,0.0,0.0,2020-07-11,0.11
CY,Facebook Ads,0.0,0.0,2020-07-11,3.3
DJ,Facebook Ads,0.0,0.0,2020-07-11,0.15
DK,Facebook Ads,0.0,0.0,2020-07-11,4.33
DM,Facebook Ads,0.0,0.0,2020-07-11,0.05
DO,Facebook Ads,0.0,0.0,2020-07-11,5.18
DZ,Facebook Ads,0.0,0.0,2020-07-11,1.14
EC,Facebook Ads,0.0,0.0,2020-07-11,3.99
EE,Facebook Ads,0.0,0.0,2020-07-11,0.74
ER,Facebook Ads,0.0,0.0,2020-07-11,0.01
ET,Facebook Ads,0.0,0.0,2020-07-11,0.12
FJ,Facebook Ads,0.0,0.0,2020-07-11,0.33
FK,Facebook Ads,0.0,0.0,2020-07-11,0.0
FM,Facebook Ads,0.0,0.0,2020-07-11,0.02
FO,Facebook Ads,0.0,0.0,2020-07-11,0.38
GA,Facebook Ads,0.0,0.0,2020-07-11,0.24
GB,Facebook Ads,0.0,0.0,2020-07-11,43.9
GD,Facebook Ads,0.0,0.0,2020-07-11,0.13
GE,Facebook Ads,0.0,0.0,2020-07-11,1.78
GF,Facebook Ads,0.0,0.0,2020-07-11,0.27
GG,Facebook Ads,0.0,0.0,2020-07-11,0.19
GI,Facebook Ads,0.0,0.0,2020-07-11,0.12
GL,Facebook Ads,0.0,0.0,2020-07-11,0.2
GM,Facebook Ads,0.0,0.0,2020-07-11,0.31
GN,Facebook Ads,0.0,0.0,2020-07-11,0.17
GP,Facebook Ads,0.0,0.0,2020-07-11,0.29
GQ,Facebook Ads,0.0,0.0,2020-07-11,0.07
GT,Facebook Ads,0.0,0.0,2020-07-11,1.56
GW,Facebook Ads,0.0,0.0,2020-07-11,0.02
GY,Facebook Ads,0.0,0.0,2020-07-11,0.53
HN,Facebook Ads,0.0,0.0,2020-07-11,1.43
HT,Facebook Ads,0.0,0.0,2020-07-11,0.42
IM,Facebook Ads,0.0,0.0,2020-07-11,0.27
IQ,Facebook Ads,0.0,0.0,2020-07-11,0.67
IS,Facebook Ads,0.0,0.0,2020-07-11,1.51
JE,Facebook Ads,0.0,0.0,2020-07-11,0.74
JO,Facebook Ads,0.0,0.0,2020-07-11,4.0
KE,Facebook Ads,0.0,0.0,2020-07-11,4.88
KG,Facebook Ads,0.0,0.0,2020-07-11,0.29
KH,Facebook Ads,0.0,0.0,2020-07-11,1.64
KI,Facebook Ads,0.0,0.0,2020-07-11,0.0
KM,Facebook Ads,0.0,0.0,2020-07-11,0.03
KN,Facebook Ads,0.0,0.0,2020-07-11,0.1
KW,Facebook Ads,0.0,0.0,2020-07-11,7.17
KY,Facebook Ads,0.0,0.0,2020-07-11,0.66
LA,Facebook Ads,0.0,0.0,2020-07-11,0.82
LB,Facebook Ads,0.0,0.0,2020-07-11,2.69
LC,Facebook Ads,0.0,0.0,2020-07-11,0.25
LI,Facebook Ads,0.0,0.0,2020-07-11,0.2
LK,Facebook Ads,0.0,0.0,2020-07-11,0.59
LR,Facebook Ads,0.0,0.0,2020-07-11,0.31
LS,Facebook Ads,0.0,0.0,2020-07-11,0.08
LT,Facebook Ads,0.0,0.0,2020-07-11,0.5
LU,Facebook Ads,0.0,0.0,2020-07-11,2.0
LV,Facebook Ads,0.0,0.0,2020-07-11,0.86
LY,Facebook Ads,0.0,0.0,2020-07-11,0.5
MC,Facebook Ads,0.0,0.0,2020-07-11,0.5
MD,Facebook Ads,0.0,0.0,2020-07-11,1.96
ME,Facebook Ads,0.0,0.0,2020-07-11,0.54
MF,Facebook Ads,0.0,0.0,2020-07-11,0.1
MG,Facebook Ads,0.0,0.0,2020-07-11,0.17
MH,Facebook Ads,0.0,0.0,2020-07-11,0.05
MK,Facebook Ads,0.0,0.0,2020-07-11,0.93
ML,Facebook Ads,0.0,0.0,2020-07-11,0.51
MM,Facebook Ads,0.0,0.0,2020-07-11,0.56
MN,Facebook Ads,0.0,0.0,2020-07-11,1.3
MO,Facebook Ads,0.0,0.0,2020-07-11,1.65
MP,Facebook Ads,0.0,0.0,2020-07-11,0.07
MQ,Facebook Ads,0.0,0.0,2020-07-11,0.29
MR,Facebook Ads,0.0,0.0,2020-07-11,0.21
MS,Facebook Ads,0.0,0.0,2020-07-11,0.0
MT,Facebook Ads,0.0,0.0,2020-07-11,1.63
MU,Facebook Ads,0.0,0.0,2020-07-11,0.85
MW,Facebook Ads,0.0,0.0,2020-07-11,0.41
MY,Facebook Ads,0.0,0.0,2020-07-11,23.82
MZ,Facebook Ads,0.0,0.0,2020-07-11,1.39
NC,Facebook Ads,0.0,0.0,2020-07-11,0.24
NE,Facebook Ads,0.0,0.0,2020-07-11,0.11
NF,Facebook Ads,0.0,0.0,2020-07-11,0.02
NI,Facebook Ads,0.0,0.0,2020-07-11,0.43
NP,Facebook Ads,0.0,0.0,2020-07-11,1.46
NR,Facebook Ads,0.0,0.0,2020-07-11,0.0
NU,Facebook Ads,0.0,0.0,2020-07-11,0.01
NZ,Facebook Ads,0.0,0.0,2020-07-11,10.16
Organic/Unknown,Google Ads,0.0,0.0,2020-07-11,22.63
PA,Facebook Ads,0.0,0.0,2020-07-11,2.7
PF,Facebook Ads,0.0,0.0,2020-07-11,0.37
PM,Facebook Ads,0.0,0.0,2020-07-11,0.01
PS,Facebook Ads,0.0,0.0,2020-07-11,0.91
PW,Facebook Ads,0.0,0.0,2020-07-11,0.04
PY,Facebook Ads,0.0,0.0,2020-07-11,1.06
QA,Facebook Ads,0.0,0.0,2020-07-11,9.27
RE,Facebook Ads,0.0,0.0,2020-07-11,0.57
RS,Facebook Ads,0.0,0.0,2020-07-11,3.22
RW,Facebook Ads,0.0,0.0,2020-07-11,0.38
SB,Facebook Ads,0.0,0.0,2020-07-11,0.01
SC,Facebook Ads,0.0,0.0,2020-07-11,0.29
SG,Facebook Ads,0.0,0.0,2020-07-11,11.12
SI,Facebook Ads,0.0,0.0,2020-07-11,1.85
SJ,Facebook Ads,0.0,0.0,2020-07-11,0.03
SL,Facebook Ads,0.0,0.0,2020-07-11,0.83
SM,Facebook Ads,0.0,0.0,2020-07-11,0.06
SN,Facebook Ads,0.0,0.0,2020-07-11,1.15
SO,Facebook Ads,0.0,0.0,2020-07-11,0.55
SS,Facebook Ads,0.0,0.0,2020-07-11,0.21
ST,Facebook Ads,0.0,0.0,2020-07-11,0.03
SX,Facebook Ads,0.0,0.0,2020-07-11,0.08
SZ,Facebook Ads,0.0,0.0,2020-07-11,0.48
TC,Facebook Ads,0.0,0.0,2020-07-11,0.34
TD,Facebook Ads,0.0,0.0,2020-07-11,0.23
TG,Facebook Ads,0.0,0.0,2020-07-11,0.21
TJ,Facebook Ads,0.0,0.0,2020-07-11,0.08
TL,Facebook Ads,0.0,0.0,2020-07-11,0.02
TM,Facebook Ads,0.0,0.0,2020-07-11,0.04
TN,Facebook Ads,0.0,0.0,2020-07-11,0.88
TO,Facebook Ads,0.0,0.0,2020-07-11,0.02
TW,Facebook Ads,0.0,0.0,2020-07-11,10.89
TZ,Facebook Ads,0.0,0.0,2020-07-11,5.18
UG,Facebook Ads,0.0,0.0,2020-07-11,1.3
UY,Facebook Ads,0.0,0.0,2020-07-11,1.66
UZ,Facebook Ads,0.0,0.0,2020-07-11,0.78
VA,Facebook Ads,0.0,0.0,2020-07-11,0.0
VC,Facebook Ads,0.0,0.0,2020-07-11,0.19
VE,Facebook Ads,0.0,0.0,2020-07-11,0.46
VG,Facebook Ads,0.0,0.0,2020-07-11,0.09
VI,Facebook Ads,0.0,0.0,2020-07-11,0.18
VU,Facebook Ads,0.0,0.0,2020-07-11,0.02
WF,Facebook Ads,0.0,0.0,2020-07-11,0.0
WS,Facebook Ads,0.0,0.0,2020-07-11,0.07
XK,Facebook Ads,0.0,0.0,2020-07-11,0.56
YE,Facebook Ads,0.0,0.0,2020-07-11,0.13
YT,Facebook Ads,0.0,0.0,2020-07-11,0.09
ZA,Facebook Ads,0.0,0.0,2020-07-11,9.98
ZM,Facebook Ads,0.0,0.0,2020-07-11,1.04
AD,Facebook Ads,0.0,0.0,2020-07-12,0.32
AF,Facebook Ads,0.0,0.0,2020-07-12,1.04
AG,Facebook Ads,0.0,0.0,2020-07-12,0.28
AI,Facebook Ads,0.0,0.0,2020-07-12,0.18
AL,Facebook Ads,0.0,0.0,2020-07-12,2.49
AM,Facebook Ads,0.0,0.0,2020-07-12,3.03
AQ,Facebook Ads,0.0,0.0,2020-07-12,0.0
AR,Facebook Ads,0.0,0.0,2020-07-12,14.52
AS,Facebook Ads,0.0,0.0,2020-07-12,0.19
AW,Facebook Ads,0.0,0.0,2020-07-12,0.37
AZ,Facebook Ads,0.0,0.0,2020-07-12,6.41
BA,Facebook Ads,0.0,0.0,2020-07-12,1.23
BB,Facebook Ads,0.0,0.0,2020-07-12,0.47
BD,Facebook Ads,0.0,0.0,2020-07-12,0.02
BE,Facebook Ads,0.0,0.0,2020-07-12,25.02
BF,Facebook Ads,0.0,0.0,2020-07-12,1.64
BG,Facebook Ads,0.0,0.0,2020-07-12,7.83
BI,Facebook Ads,0.0,0.0,2020-07-12,0.18
BJ,Facebook Ads,0.0,0.0,2020-07-12,0.87
BL,Facebook Ads,0.0,0.0,2020-07-12,0.2
BM,Facebook Ads,0.0,0.0,2020-07-12,0.98
BO,Facebook Ads,0.0,0.0,2020-07-12,0.76
BQ,Facebook Ads,0.0,0.0,2020-07-12,0.15
BS,Facebook Ads,0.0,0.0,2020-07-12,1.76
BT,Facebook Ads,0.0,0.0,2020-07-12,0.21
BW,Facebook Ads,0.0,0.0,2020-07-12,3.96
BZ,Facebook Ads,0.0,0.0,2020-07-12,0.24
CD,Facebook Ads,0.0,0.0,2020-07-12,2.3
CF,Facebook Ads,0.0,0.0,2020-07-12,0.19
CG,Facebook Ads,0.0,0.0,2020-07-12,0.5
CI,Facebook Ads,0.0,0.0,2020-07-12,2.32
CK,Facebook Ads,0.0,0.0,2020-07-12,0.03
CM,Facebook Ads,0.0,0.0,2020-07-12,1.06
CO,Facebook Ads,0.0,0.0,2020-07-12,28.83
CV,Facebook Ads,0.0,0.0,2020-07-12,0.09
CW,Facebook Ads,0.0,0.0,2020-07-12,0.37
DJ,Facebook Ads,0.0,0.0,2020-07-12,0.35
DK,Facebook Ads,0.0,0.0,2020-07-12,11.05
DM,Facebook Ads,0.0,0.0,2020-07-12,0.06
DO,Facebook Ads,0.0,0.0,2020-07-12,8.64
DZ,Facebook Ads,0.0,0.0,2020-07-12,1.9
EC,Facebook Ads,0.0,0.0,2020-07-12,5.79
EE,Facebook Ads,0.0,0.0,2020-07-12,1.74
EG,Facebook Ads,0.0,0.0,2020-07-12,19.0
ER,Facebook Ads,0.0,0.0,2020-07-12,0.01
ET,Facebook Ads,0.0,0.0,2020-07-12,0.1
FJ,Facebook Ads,0.0,0.0,2020-07-12,0.42
FK,Facebook Ads,0.0,0.0,2020-07-12,0.02
FM,Facebook Ads,0.0,0.0,2020-07-12,0.01
FO,Facebook Ads,0.0,0.0,2020-07-12,0.67
GA,Facebook Ads,0.0,0.0,2020-07-12,0.75
GB,Facebook Ads,0.0,0.0,2020-07-12,122.88
GD,Facebook Ads,0.0,0.0,2020-07-12,0.16
GE,Facebook Ads,0.0,0.0,2020-07-12,3.32
GF,Facebook Ads,0.0,0.0,2020-07-12,1.38
GG,Facebook Ads,0.0,0.0,2020-07-12,0.23
GI,Facebook Ads,0.0,0.0,2020-07-12,0.37
GL,Facebook Ads,0.0,0.0,2020-07-12,0.31
GM,Facebook Ads,0.0,0.0,2020-07-12,0.44
GN,Facebook Ads,0.0,0.0,2020-07-12,0.51
GP,Facebook Ads,0.0,0.0,2020-07-12,1.3
GQ,Facebook Ads,0.0,0.0,2020-07-12,0.11
GU,Facebook Ads,0.0,0.0,2020-07-12,0.97
GW,Facebook Ads,0.0,0.0,2020-07-12,0.04
GY,Facebook Ads,0.0,0.0,2020-07-12,0.97
HN,Facebook Ads,0.0,0.0,2020-07-12,1.99
IL,Facebook Ads,0.0,0.0,2020-07-12,19.09
IM,Facebook Ads,0.0,0.0,2020-07-12,0.34
IQ,Facebook Ads,0.0,0.0,2020-07-12,1.15
IS,Facebook Ads,0.0,0.0,2020-07-12,3.02
JE,Facebook Ads,0.0,0.0,2020-07-12,0.83
JM,Facebook Ads,0.0,0.0,2020-07-12,3.27
KG,Facebook Ads,0.0,0.0,2020-07-12,0.7
KH,Facebook Ads,0.0,0.0,2020-07-12,4.2
KI,Facebook Ads,0.0,0.0,2020-07-12,0.0
KM,Facebook Ads,0.0,0.0,2020-07-12,0.03
KN,Facebook Ads,0.0,0.0,2020-07-12,0.27
KY,Facebook Ads,0.0,0.0,2020-07-12,1.45
LA,Facebook Ads,0.0,0.0,2020-07-12,1.05
LB,Facebook Ads,0.0,0.0,2020-07-12,6.46
LC,Facebook Ads,0.0,0.0,2020-07-12,0.26
LI,Facebook Ads,0.0,0.0,2020-07-12,0.3
LK,Facebook Ads,0.0,0.0,2020-07-12,1.27
LR,Facebook Ads,0.0,0.0,2020-07-12,0.68
LS,Facebook Ads,0.0,0.0,2020-07-12,0.21
LT,Facebook Ads,0.0,0.0,2020-07-12,1.56
LU,Facebook Ads,0.0,0.0,2020-07-12,4.65
LV,Facebook Ads,0.0,0.0,2020-07-12,1.75
LY,Facebook Ads,0.0,0.0,2020-07-12,0.64
MC,Facebook Ads,0.0,0.0,2020-07-12,0.65
ME,Facebook Ads,0.0,0.0,2020-07-12,1.03
MF,Facebook Ads,0.0,0.0,2020-07-12,0.23
MG,Facebook Ads,0.0,0.0,2020-07-12,0.34
MH,Facebook Ads,0.0,0.0,2020-07-12,0.05
MK,Facebook Ads,0.0,0.0,2020-07-12,1.46
ML,Facebook Ads,0.0,0.0,2020-07-12,1.21
MM,Facebook Ads,0.0,0.0,2020-07-12,1.13
MN,Facebook Ads,0.0,0.0,2020-07-12,1.91
MO,Facebook Ads,0.0,0.0,2020-07-12,3.41
MP,Facebook Ads,0.0,0.0,2020-07-12,0.23
MQ,Facebook Ads,0.0,0.0,2020-07-12,1.05
MR,Facebook Ads,0.0,0.0,2020-07-12,0.33
MS,Facebook Ads,0.0,0.0,2020-07-12,0.01
MT,Facebook Ads,0.0,0.0,2020-07-12,3.14
MU,Facebook Ads,0.0,0.0,2020-07-12,1.84
MW,Facebook Ads,0.0,0.0,2020-07-12,0.51
MZ,Facebook Ads,0.0,0.0,2020-07-12,2.01
NC,Facebook Ads,0.0,0.0,2020-07-12,0.65
NE,Facebook Ads,0.0,0.0,2020-07-12,0.15
NF,Facebook Ads,0.0,0.0,2020-07-12,0.0
NI,Facebook Ads,0.0,0.0,2020-07-12,0.96
NP,Facebook Ads,0.0,0.0,2020-07-12,2.49
NR,Facebook Ads,0.0,0.0,2020-07-12,0.08
NU,Facebook Ads,0.0,0.0,2020-07-12,0.02
NZ,Facebook Ads,0.0,0.0,2020-07-12,16.42
Organic/Unknown,Google Ads,0.0,0.0,2020-07-12,8.06
PF,Facebook Ads,0.0,0.0,2020-07-12,0.67
PG,Facebook Ads,0.0,0.0,2020-07-12,0.31
PK,Facebook Ads,0.0,0.0,2020-07-12,2.46
PM,Facebook Ads,0.0,0.0,2020-07-12,0.03
PS,Facebook Ads,0.0,0.0,2020-07-12,1.41
PW,Facebook Ads,0.0,0.0,2020-07-12,0.11
PY,Facebook Ads,0.0,0.0,2020-07-12,1.41
RE,Facebook Ads,0.0,0.0,2020-07-12,0.94
RS,Facebook Ads,0.0,0.0,2020-07-12,6.65
RW,Facebook Ads,0.0,0.0,2020-07-12,0.37
SB,Facebook Ads,0.0,0.0,2020-07-12,0.05
SC,Facebook Ads,0.0,0.0,2020-07-12,0.28
SH,Facebook Ads,0.0,0.0,2020-07-12,0.0
SI,Facebook Ads,0.0,0.0,2020-07-12,3.87
SJ,Facebook Ads,0.0,0.0,2020-07-12,0.04
SL,Facebook Ads,0.0,0.0,2020-07-12,1.13
SM,Facebook Ads,0.0,0.0,2020-07-12,0.06
SO,Facebook Ads,0.0,0.0,2020-07-12,0.88
SR,Facebook Ads,0.0,0.0,2020-07-12,0.22
SS,Facebook Ads,0.0,0.0,2020-07-12,0.26
ST,Facebook Ads,0.0,0.0,2020-07-12,0.04
SV,Facebook Ads,0.0,0.0,2020-07-12,1.13
SX,Facebook Ads,0.0,0.0,2020-07-12,0.39
SZ,Facebook Ads,0.0,0.0,2020-07-12,0.26
TC,Facebook Ads,0.0,0.0,2020-07-12,0.38
TD,Facebook Ads,0.0,0.0,2020-07-12,0.48
TG,Facebook Ads,0.0,0.0,2020-07-12,0.41
TJ,Facebook Ads,0.0,0.0,2020-07-12,0.23
TK,Facebook Ads,0.0,0.0,2020-07-12,0.01
TL,Facebook Ads,0.0,0.0,2020-07-12,0.03
TM,Facebook Ads,0.0,0.0,2020-07-12,0.15
TN,Facebook Ads,0.0,0.0,2020-07-12,1.37
TO,Facebook Ads,0.0,0.0,2020-07-12,0.04
TT,Facebook Ads,0.0,0.0,2020-07-12,1.71
TV,Facebook Ads,0.0,0.0,2020-07-12,0.01
UA,Facebook Ads,0.0,0.0,2020-07-12,19.22
UG,Facebook Ads,0.0,0.0,2020-07-12,2.22
UY,Facebook Ads,0.0,0.0,2020-07-12,2.6
UZ,Facebook Ads,0.0,0.0,2020-07-12,1.56
VA,Facebook Ads,0.0,0.0,2020-07-12,0.0
VC,Facebook Ads,0.0,0.0,2020-07-12,0.17
VE,Facebook Ads,0.0,0.0,2020-07-12,0.77
VG,Facebook Ads,0.0,0.0,2020-07-12,0.31
VI,Facebook Ads,0.0,0.0,2020-07-12,0.3
VN,Facebook Ads,0.0,0.0,2020-07-12,22.87
VU,Facebook Ads,0.0,0.0,2020-07-12,0.02
WF,Facebook Ads,0.0,0.0,2020-07-12,0.01
WS,Facebook Ads,0.0,0.0,2020-07-12,0.08
XK,Facebook Ads,0.0,0.0,2020-07-12,0.96
YE,Facebook Ads,0.0,0.0,2020-07-12,0.32
YT,Facebook Ads,0.0,0.0,2020-07-12,0.21
ZM,Facebook Ads,0.0,0.0,2020-07-12,1.3
ZW,Facebook Ads,0.0,0.0,2020-07-12,2.11
AD,Facebook Ads,0.0,0.0,2020-07-13,0.22
AF,Facebook Ads,0.0,0.0,2020-07-13,1.26
AG,Facebook Ads,0.0,0.0,2020-07-13,0.5
AI,Facebook Ads,0.0,0.0,2020-07-13,0.12
AL,Facebook Ads,0.0,0.0,2020-07-13,1.98
AM,Facebook Ads,0.0,0.0,2020-07-13,1.99
AO,Facebook Ads,0.0,0.0,2020-07-13,2.97
AQ,Facebook Ads,0.0,0.0,2020-07-13,0.0
AS,Facebook Ads,0.0,0.0,2020-07-13,0.23
AW,Facebook Ads,0.0,0.0,2020-07-13,0.4
AZ,Facebook Ads,0.0,0.0,2020-07-13,3.91
BA,Facebook Ads,0.0,0.0,2020-07-13,1.31
BB,Facebook Ads,0.0,0.0,2020-07-13,0.62
BD,Facebook Ads,0.0,0.0,2020-07-13,0.01
BF,Facebook Ads,0.0,0.0,2020-07-13,1.23
BH,Facebook Ads,0.0,0.0,2020-07-13,5.31
BI,Facebook Ads,0.0,0.0,2020-07-13,0.15
BJ,Facebook Ads,0.0,0.0,2020-07-13,0.83
BL,Facebook Ads,0.0,0.0,2020-07-13,0.25
BM,Facebook Ads,0.0,0.0,2020-07-13,1.07
BN,Facebook Ads,0.0,0.0,2020-07-13,1.52
BO,Facebook Ads,0.0,0.0,2020-07-13,0.73
BQ,Facebook Ads,0.0,0.0,2020-07-13,0.15
BT,Facebook Ads,0.0,0.0,2020-07-13,0.16
BW,Facebook Ads,0.0,0.0,2020-07-13,4.02
BY,Facebook Ads,0.0,0.0,2020-07-13,3.05
BZ,Facebook Ads,0.0,0.0,2020-07-13,0.27
CC,Facebook Ads,0.0,0.0,2020-07-13,0.0
CD,Facebook Ads,0.0,0.0,2020-07-13,2.89
CF,Facebook Ads,0.0,0.0,2020-07-13,0.2
CG,Facebook Ads,0.0,0.0,2020-07-13,0.68
CI,Facebook Ads,0.0,0.0,2020-07-13,3.25
CK,Facebook Ads,0.0,0.0,2020-07-13,0.04
CL,Facebook Ads,0.0,0.0,2020-07-13,31.41
CM,Facebook Ads,0.0,0.0,2020-07-13,0.97
CR,Facebook Ads,0.0,0.0,2020-07-13,9.12
CV,Facebook Ads,0.0,0.0,2020-07-13,0.42
CW,Facebook Ads,0.0,0.0,2020-07-13,0.53
CY,Facebook Ads,0.0,0.0,2020-07-13,5.74
DJ,Facebook Ads,0.0,0.0,2020-07-13,0.28
DM,Facebook Ads,0.0,0.0,2020-07-13,0.08
DZ,Facebook Ads,0.0,0.0,2020-07-13,1.95
EC,Facebook Ads,0.0,0.0,2020-07-13,5.48
EE,Facebook Ads,0.0,0.0,2020-07-13,0.85
ER,Facebook Ads,0.0,0.0,2020-07-13,0.02
ET,Facebook Ads,0.0,0.0,2020-07-13,0.27
FJ,Facebook Ads,0.0,0.0,2020-07-13,0.62
FK,Facebook Ads,0.0,0.0,2020-07-13,0.04
FM,Facebook Ads,0.0,0.0,2020-07-13,0.08
FO,Facebook Ads,0.0,0.0,2020-07-13,0.71
GA,Facebook Ads,0.0,0.0,2020-07-13,0.55
GB,Facebook Ads,0.0,0.0,2020-07-13,95.49
GD,Facebook Ads,0.0,0.0,2020-07-13,0.34
GE,Facebook Ads,0.0,0.0,2020-07-13,3.53
GF,Facebook Ads,0.0,0.0,2020-07-13,0.85
GG,Facebook Ads,0.0,0.0,2020-07-13,0.25
GI,Facebook Ads,0.0,0.0,2020-07-13,0.42
GL,Facebook Ads,0.0,0.0,2020-07-13,0.35
GN,Facebook Ads,0.0,0.0,2020-07-13,0.46
GP,Facebook Ads,0.0,0.0,2020-07-13,1.19
GQ,Facebook Ads,0.0,0.0,2020-07-13,0.1
GS,Facebook Ads,0.0,0.0,2020-07-13,0.0
GT,Facebook Ads,0.0,0.0,2020-07-13,2.6
GU,Facebook Ads,0.0,0.0,2020-07-13,1.01
GW,Facebook Ads,0.0,0.0,2020-07-13,0.02
GY,Facebook Ads,0.0,0.0,2020-07-13,1.2
HN,Facebook Ads,0.0,0.0,2020-07-13,2.16
HU,Facebook Ads,0.0,0.0,2020-07-13,19.58
IL,Facebook Ads,0.0,0.0,2020-07-13,21.09
IM,Facebook Ads,0.0,0.0,2020-07-13,0.27
IO,Facebook Ads,0.0,0.0,2020-07-13,0.0
IS,Facebook Ads,0.0,0.0,2020-07-13,3.76
JE,Facebook Ads,0.0,0.0,2020-07-13,1.1
JM,Facebook Ads,0.0,0.0,2020-07-13,5.29
KG,Facebook Ads,0.0,0.0,2020-07-13,0.65
KH,Facebook Ads,0.0,0.0,2020-07-13,3.89
KI,Facebook Ads,0.0,0.0,2020-07-13,0.01
KM,Facebook Ads,0.0,0.0,2020-07-13,0.05
KN,Facebook Ads,0.0,0.0,2020-07-13,0.4
KW,Facebook Ads,0.0,0.0,2020-07-13,9.86
KY,Facebook Ads,0.0,0.0,2020-07-13,1.54
LA,Facebook Ads,0.0,0.0,2020-07-13,1.06
LC,Facebook Ads,0.0,0.0,2020-07-13,0.42
LI,Facebook Ads,0.0,0.0,2020-07-13,0.31
LK,Facebook Ads,0.0,0.0,2020-07-13,0.65
LR,Facebook Ads,0.0,0.0,2020-07-13,0.73
LS,Facebook Ads,0.0,0.0,2020-07-13,0.2
LT,Facebook Ads,0.0,0.0,2020-07-13,0.98
LU,Facebook Ads,0.0,0.0,2020-07-13,4.91
LV,Facebook Ads,0.0,0.0,2020-07-13,1.52
LY,Facebook Ads,0.0,0.0,2020-07-13,0.7
MA,Facebook Ads,0.0,0.0,2020-07-13,4.64
MC,Facebook Ads,0.0,0.0,2020-07-13,0.78
MD,Facebook Ads,0.0,0.0,2020-07-13,3.57
ME,Facebook Ads,0.0,0.0,2020-07-13,1.07
MF,Facebook Ads,0.0,0.0,2020-07-13,0.2
MG,Facebook Ads,0.0,0.0,2020-07-13,0.42
MH,Facebook Ads,0.0,0.0,2020-07-13,0.11
MK,Facebook Ads,0.0,0.0,2020-07-13,1.9
ML,Facebook Ads,0.0,0.0,2020-07-13,1.6
MM,Facebook Ads,0.0,0.0,2020-07-13,1.31
MN,Facebook Ads,0.0,0.0,2020-07-13,3.08
MO,Facebook Ads,0.0,0.0,2020-07-13,3.87
MP,Facebook Ads,0.0,0.0,2020-07-13,0.36
MQ,Facebook Ads,0.0,0.0,2020-07-13,0.9
MR,Facebook Ads,0.0,0.0,2020-07-13,0.63
MS,Facebook Ads,0.0,0.0,2020-07-13,0.0
MU,Facebook Ads,0.0,0.0,2020-07-13,2.08
MV,Facebook Ads,0.0,0.0,2020-07-13,2.51
MW,Facebook Ads,0.0,0.0,2020-07-13,0.66
MZ,Facebook Ads,0.0,0.0,2020-07-13,1.88
NC,Facebook Ads,0.0,0.0,2020-07-13,1.08
NE,Facebook Ads,0.0,0.0,2020-07-13,0.19
NF,Facebook Ads,0.0,0.0,2020-07-13,0.01
NI,Facebook Ads,0.0,0.0,2020-07-13,0.63
NP,Facebook Ads,0.0,0.0,2020-07-13,1.59
NR,Facebook Ads,0.0,0.0,2020-07-13,0.03
NU,Facebook Ads,0.0,0.0,2020-07-13,0.0
Organic/Unknown,Google Ads,0.0,0.0,2020-07-13,3.66
PE,Facebook Ads,0.0,0.0,2020-07-13,10.38
PF,Facebook Ads,0.0,0.0,2020-07-13,0.76
PG,Facebook Ads,0.0,0.0,2020-07-13,0.56
PK,Facebook Ads,0.0,0.0,2020-07-13,0.7
PM,Facebook Ads,0.0,0.0,2020-07-13,0.01
PS,Facebook Ads,0.0,0.0,2020-07-13,1.41
PW,Facebook Ads,0.0,0.0,2020-07-13,0.18
PY,Facebook Ads,0.0,0.0,2020-07-13,1.24
RE,Facebook Ads,0.0,0.0,2020-07-13,0.96
RW,Facebook Ads,0.0,0.0,2020-07-13,0.63
SB,Facebook Ads,0.0,0.0,2020-07-13,0.06
SC,Facebook Ads,0.0,0.0,2020-07-13,0.33
SH,Facebook Ads,0.0,0.0,2020-07-13,0.0
SI,Facebook Ads,0.0,0.0,2020-07-13,3.95
SJ,Facebook Ads,0.0,0.0,2020-07-13,0.04
